case_id,medicine_name,medicine_criticality,cold_chain_required,supplier_id,destination_facility,supplier_on_time_rate,supplier_fill_rate,lead_time_days,lead_time_variability,route_delay_days,weather_risk_score,demand_spike_factor,current_stock_days,warehouse_utilization,safety_stock_gap,disruption_within_7d
C1377,Pentavalent Vaccine,5,1,S10,District Hospital Jodhpur,0.831,0.952,2,3.22,2.47,8,0.98,1,52,7,0
C1378,Amoxicillin,4,0,S6,PHC Sikar,0.878,0.988,6,2.6,5.43,2,1.1,17,97,0,0
C1379,Ceftriaxone,4,0,S1,CHC Udaipur,0.836,0.841,9,2.55,0.0,4,0.91,11,87,0,0
C1380,Salbutamol,4,0,S3,PHC Alwar,0.879,0.97,6,1.2,2.02,6,1.11,13,65,0,0
C1381,Paracetamol Injection,3,0,S1,CHC Udaipur,0.81,0.878,11,2.74,1.62,1,1.32,19,82,0,0
C1382,Iron Folic Acid,2,0,S6,PHC Alwar,0.798,0.952,3,2.09,3.13,7,0.91,23,88,0,0
C1383,Pentavalent Vaccine,5,1,S7,PHC Alwar,0.828,0.977,5,1.88,2.17,0,1.01,7,92,1,1
C1384,Anti-snake Venom,5,1,S1,PHC Sikar,0.618,0.766,8,1.02,0.0,9,1.14,5,96,3,1
C1385,Iron Folic Acid,2,0,S6,District Hospital Jaipur,0.94,0.987,3,3.36,1.17,7,0.5,18,74,0,0
C1386,Ceftriaxone,4,0,S5,District Hospital Jodhpur,0.897,0.906,11,2.75,0.0,6,0.75,5,65,3,0
C1387,Ceftriaxone,4,0,S10,PHC Alwar,0.929,0.954,11,5.46,1.65,9,0.94,3,87,5,0
C1388,Insulin,5,1,S9,Medical College Kota,0.809,0.844,9,5.03,0.0,10,0.9,2,70,6,0
C1389,Oxytocin,5,0,S7,CHC Udaipur,0.808,0.825,11,2.22,1.22,8,1.04,7,85,1,0
C1390,Paracetamol Injection,3,0,S1,CHC Bikaner,0.867,0.817,8,1.77,1.87,6,1.27,3,94,5,0
C1391,Amoxicillin,4,0,S8,Medical College Kota,0.914,0.775,4,2.52,0.0,10,0.5,11,63,0,1
C1392,ORS,3,0,S10,CHC Bikaner,0.811,0.814,3,3.68,0.0,1,0.66,15,98,0,0
C1393,Insulin,5,1,S3,Medical College Kota,0.714,0.871,9,2.33,2.07,1,1.09,18,55,0,1
C1394,Pentavalent Vaccine,5,1,S7,Medical College Kota,0.783,0.842,6,4.12,0.49,10,1.31,14,52,0,0
C1395,Pentavalent Vaccine,5,1,S4,PHC Alwar,0.745,0.832,9,2.06,3.24,5,0.9,20,55,0,0
C1396,Paracetamol Injection,3,0,S2,District Hospital Ajmer,0.596,0.906,11,4.38,3.73,8,1.06,11,62,0,1
C1397,Rabies Vaccine,5,1,S6,CHC Bikaner,0.99,0.895,11,0.56,4.24,5,1.25,4,81,4,1
C1398,Insulin,5,1,S1,CHC Udaipur,0.71,0.775,3,1.03,0.0,8,1.05,20,81,0,1
C1399,Insulin,5,1,S9,CHC Bikaner,0.773,0.88,9,0.38,5.13,9,1.09,11,74,0,0
C1400,Rabies Vaccine,5,1,S4,District Hospital Ajmer,0.978,0.935,2,0.0,2.19,3,1.13,12,54,0,1
C1401,Ceftriaxone,4,0,S4,District Hospital Ajmer,0.81,0.944,10,2.72,2.5,3,1.23,14,98,0,0
C1402,Salbutamol,4,0,S3,District Hospital Ajmer,0.895,0.874,2,2.58,4.03,7,1.05,18,58,0,0
C1403,Iron Folic Acid,2,0,S2,Medical College Kota,0.854,0.887,5,1.23,5.48,2,0.5,11,58,0,0
C1404,Iron Folic Acid,2,0,S10,PHC Alwar,0.808,0.78,5,3.59,1.37,1,1.5,19,56,0,0
C1405,ORS,3,0,S4,PHC Alwar,0.78,0.964,8,2.63,2.58,8,0.94,22,76,0,1
C1406,Rabies Vaccine,5,1,S8,Medical College Kota,0.81,0.96,6,3.09,0.0,2,1.23,2,89,6,1
C1407,Paracetamol Injection,3,0,S6,PHC Sikar,0.99,0.949,8,2.31,0.19,9,1.28,24,59,0,0
C1408,Rabies Vaccine,5,1,S3,PHC Sikar,0.84,0.885,11,4.77,0.49,2,1.58,18,87,0,1
C1409,Iron Folic Acid,2,0,S6,Medical College Kota,0.798,0.901,10,1.69,0.56,4,0.96,5,78,3,0
C1410,Iron Folic Acid,2,0,S4,CHC Bikaner,0.794,0.808,4,1.83,1.28,4,1.16,21,50,0,0
C1411,Iron Folic Acid,2,0,S1,District Hospital Ajmer,0.703,0.827,8,1.28,2.91,1,0.5,12,66,0,0
C1412,Amoxicillin,4,0,S8,CHC Udaipur,0.968,0.781,3,2.67,1.8,10,0.71,17,64,0,0
C1413,Ceftriaxone,4,0,S7,CHC Udaipur,0.986,0.812,3,0.01,1.81,8,0.84,3,51,5,0
C1414,Pentavalent Vaccine,5,1,S5,Medical College Kota,0.663,0.896,8,0.67,4.65,4,1.02,3,90,5,0
C1415,Anti-snake Venom,5,1,S2,PHC Alwar,0.749,0.999,11,3.75,1.07,2,1.15,20,76,0,0
C1416,Paracetamol Injection,3,0,S3,Medical College Kota,0.605,0.637,8,3.06,1.1,6,0.77,13,91,0,1
C1417,Rabies Vaccine,5,1,S8,District Hospital Jaipur,0.974,0.813,5,6.04,1.57,10,1.11,8,51,0,0
C1418,Amoxicillin,4,0,S2,CHC Bikaner,0.82,0.876,6,3.99,1.81,0,1.07,13,98,0,0
C1419,Insulin,5,1,S10,Medical College Kota,0.627,0.936,4,1.48,3.71,5,1.22,7,93,1,1
C1420,Amoxicillin,4,0,S1,CHC Udaipur,0.625,1.0,8,4.26,1.11,9,1.3,11,54,0,1
C1421,Paracetamol Injection,3,0,S8,PHC Alwar,0.617,0.897,9,2.3,0.0,3,1.46,24,93,0,0
C1422,Oxytocin,5,0,S1,PHC Sikar,0.711,0.951,6,4.14,2.72,4,0.64,9,93,0,0
C1423,Ceftriaxone,4,0,S1,CHC Udaipur,0.851,0.825,5,0.0,4.77,2,0.76,5,97,3,1
C1424,Insulin,5,1,S5,CHC Udaipur,0.641,0.85,6,5.03,2.49,1,0.8,17,85,0,0
C1425,Iron Folic Acid,2,0,S1,Medical College Kota,0.954,0.815,5,0.78,3.12,1,0.72,22,99,0,0
C1426,Adrenaline Injection,5,0,S7,CHC Udaipur,0.78,0.872,3,1.62,3.68,3,0.77,12,51,0,0
C1427,Insulin,5,1,S3,Medical College Kota,0.887,0.899,6,0.72,1.47,5,0.93,8,73,0,0
C1428,Adrenaline Injection,5,0,S9,CHC Udaipur,0.687,0.935,10,3.58,1.33,9,0.5,16,93,0,0
C1429,Anti-snake Venom,5,1,S10,PHC Sikar,0.827,0.943,8,1.11,2.16,1,1.14,14,87,0,0
C1430,Salbutamol,4,0,S5,CHC Bikaner,0.895,0.889,2,4.88,0.74,10,1.03,20,55,0,0
C1431,Ceftriaxone,4,0,S3,District Hospital Jodhpur,0.99,0.844,9,1.96,1.05,3,0.5,24,69,0,0
C1432,Paracetamol Injection,3,0,S10,PHC Alwar,0.659,0.932,10,2.61,0.35,9,0.94,19,97,0,0
C1433,ORS,3,0,S8,PHC Alwar,0.782,0.855,4,2.04,0.33,10,1.29,20,78,0,0
C1434,Ceftriaxone,4,0,S1,PHC Alwar,0.785,0.78,2,3.18,3.87,8,0.89,8,87,0,0
C1435,Paracetamol Injection,3,0,S7,Medical College Kota,0.487,1.0,3,2.98,5.56,0,1.13,14,56,0,0
C1436,Iron Folic Acid,2,0,S8,PHC Alwar,0.796,0.77,10,3.3,0.0,3,1.26,21,99,0,0
C1437,Anti-snake Venom,5,1,S3,District Hospital Jaipur,0.784,0.758,11,2.3,0.84,6,1.08,17,60,0,1
C1438,Oxytocin,5,0,S2,District Hospital Jaipur,0.662,0.739,2,4.95,4.04,3,1.46,8,72,0,1
C1439,Ceftriaxone,4,0,S9,PHC Alwar,0.856,0.636,7,2.47,1.84,9,0.77,17,82,0,0
C1440,Oxytocin,5,0,S7,District Hospital Jodhpur,0.842,0.836,11,1.18,4.57,8,1.88,10,54,0,1
C1441,Ceftriaxone,4,0,S4,Medical College Kota,0.99,0.965,10,3.38,3.31,3,0.68,3,59,5,0
C1442,Iron Folic Acid,2,0,S10,CHC Bikaner,0.843,0.873,9,2.14,2.58,4,0.84,15,54,0,0
C1443,ORS,3,0,S7,District Hospital Jodhpur,0.776,0.915,11,3.17,0.53,3,0.97,5,71,3,0
C1444,Iron Folic Acid,2,0,S7,PHC Sikar,0.787,0.777,3,3.03,0.26,8,1.27,1,72,7,0
C1445,Anti-snake Venom,5,1,S3,PHC Sikar,0.985,0.783,10,4.62,0.0,2,0.82,10,69,0,0
C1446,Iron Folic Acid,2,0,S6,CHC Bikaner,0.897,0.95,8,0.92,3.12,5,1.11,9,86,0,0
C1447,Amoxicillin,4,0,S3,Medical College Kota,0.778,0.903,6,0.0,2.06,4,1.07,16,79,0,1
C1448,Oxytocin,5,0,S7,District Hospital Jodhpur,0.772,0.788,2,3.18,2.6,5,0.69,6,53,2,0
C1449,Amoxicillin,4,0,S10,PHC Sikar,0.788,0.889,10,2.53,0.0,8,1.16,10,94,0,1
C1450,Oxytocin,5,0,S1,Medical College Kota,0.749,1.0,4,5.24,1.37,2,0.5,1,60,7,1
C1451,Amoxicillin,4,0,S2,PHC Alwar,0.874,0.939,11,2.79,1.93,5,0.66,17,73,0,1
C1452,Adrenaline Injection,5,0,S10,District Hospital Jaipur,0.851,0.827,6,0.83,2.22,7,0.98,15,70,0,1
C1453,Rabies Vaccine,5,1,S2,PHC Alwar,0.807,0.984,5,0.51,0.0,8,0.88,2,77,6,0
C1454,Adrenaline Injection,5,0,S10,CHC Bikaner,0.886,0.91,8,3.55,3.63,0,1.02,11,94,0,0
C1455,Oxytocin,5,0,S1,PHC Sikar,0.753,1.0,8,5.3,1.65,5,0.56,6,82,2,0
C1456,Rabies Vaccine,5,1,S1,District Hospital Jaipur,0.694,0.801,6,1.94,0.0,6,1.57,21,66,0,0
C1457,Rabies Vaccine,5,1,S9,PHC Sikar,0.872,0.756,4,4.13,0.0,7,0.82,13,70,0,0
C1458,Ceftriaxone,4,0,S10,PHC Alwar,0.988,0.891,9,0.23,3.83,10,0.73,1,98,7,1
C1459,Iron Folic Acid,2,0,S3,District Hospital Ajmer,0.886,0.94,9,0.52,2.71,6,0.95,3,85,5,0
C1460,Anti-snake Venom,5,1,S2,PHC Sikar,0.801,0.716,11,2.19,2.35,5,0.67,12,81,0,1
C1461,Oxytocin,5,0,S3,District Hospital Ajmer,0.99,0.793,10,3.47,0.5,3,0.66,1,100,7,1
C1462,Insulin,5,1,S7,CHC Bikaner,0.799,0.724,8,0.29,0.0,5,0.65,16,71,0,0
C1463,Adrenaline Injection,5,0,S2,District Hospital Ajmer,0.797,0.694,5,3.85,2.04,0,0.94,7,59,1,1
C1464,Paracetamol Injection,3,0,S8,CHC Udaipur,0.635,0.859,7,0.64,2.72,9,1.03,19,76,0,0
C1465,Ceftriaxone,4,0,S3,Medical College Kota,0.843,0.956,6,0.0,2.19,6,1.34,3,59,5,0
C1466,ORS,3,0,S5,PHC Sikar,0.709,0.693,9,1.53,2.62,10,0.91,10,72,0,1
C1467,Adrenaline Injection,5,0,S8,PHC Sikar,0.846,0.693,3,3.16,0.0,5,1.57,15,59,0,0
C1468,Adrenaline Injection,5,0,S8,PHC Sikar,0.664,0.834,7,1.53,1.19,3,1.13,23,70,0,0
C1469,Adrenaline Injection,5,0,S8,District Hospital Jaipur,0.893,0.592,9,5.41,2.84,2,0.58,18,72,0,0
C1470,Insulin,5,1,S10,CHC Bikaner,0.688,0.817,3,4.24,2.62,3,1.4,24,79,0,0
C1471,Insulin,5,1,S10,District Hospital Ajmer,0.848,0.824,4,1.3,0.0,0,1.03,4,51,4,1
C1472,ORS,3,0,S9,District Hospital Jaipur,0.872,0.781,6,4.2,0.0,3,0.68,4,72,4,0
C1473,Iron Folic Acid,2,0,S5,CHC Bikaner,0.837,0.816,7,1.07,4.07,6,1.17,3,89,5,1
C1474,Paracetamol Injection,3,0,S2,District Hospital Jodhpur,0.713,0.772,5,3.07,1.23,10,1.6,11,54,0,0
C1475,Ceftriaxone,4,0,S9,District Hospital Jodhpur,0.99,0.768,3,3.65,4.08,8,0.76,2,61,6,1
C1476,Oxytocin,5,0,S3,District Hospital Jaipur,0.75,0.84,11,3.27,2.49,9,0.93,14,73,0,1
C1477,Ceftriaxone,4,0,S5,District Hospital Jodhpur,0.862,0.833,11,2.03,2.63,7,1.32,5,60,3,0
C1478,Adrenaline Injection,5,0,S7,District Hospital Ajmer,0.701,0.917,5,3.18,4.14,8,1.32,11,69,0,0
C1479,Pentavalent Vaccine,5,1,S4,District Hospital Jodhpur,0.921,0.983,2,1.65,3.62,2,1.31,15,69,0,1
C1480,Rabies Vaccine,5,1,S7,District Hospital Ajmer,0.873,0.788,8,6.49,2.39,5,1.24,3,78,5,1
C1481,Pentavalent Vaccine,5,1,S10,District Hospital Ajmer,0.99,0.911,6,4.29,3.9,0,1.57,9,68,0,1
C1482,ORS,3,0,S1,PHC Sikar,0.744,0.804,2,2.27,0.0,8,0.71,6,80,2,0
C1483,Ceftriaxone,4,0,S1,Medical College Kota,0.752,0.996,6,2.6,2.27,7,0.99,21,86,0,0
C1484,Ceftriaxone,4,0,S9,District Hospital Ajmer,0.857,0.874,5,1.36,1.29,3,0.84,5,67,3,0
C1485,Insulin,5,1,S3,PHC Alwar,0.823,0.736,3,2.54,0.38,1,1.48,7,55,1,1
C1486,Salbutamol,4,0,S8,CHC Udaipur,0.799,1.0,3,4.12,1.4,3,1.1,7,67,1,0
C1487,Oxytocin,5,0,S2,CHC Bikaner,0.482,0.84,2,0.79,1.12,8,1.11,2,95,6,1
C1488,ORS,3,0,S5,District Hospital Ajmer,0.793,1.0,10,2.39,0.0,1,1.42,19,79,0,0
C1489,Oxytocin,5,0,S7,CHC Udaipur,0.76,0.768,9,3.05,2.74,5,1.42,14,88,0,1
C1490,Amoxicillin,4,0,S4,District Hospital Jaipur,0.926,0.989,5,0.0,2.36,3,1.08,6,71,2,0
C1491,Iron Folic Acid,2,0,S4,District Hospital Jaipur,0.99,0.744,7,2.29,0.38,10,0.77,7,86,1,0
C1492,Iron Folic Acid,2,0,S1,District Hospital Jaipur,0.88,0.903,10,0.24,0.0,5,0.93,19,85,0,0
C1493,Ceftriaxone,4,0,S10,CHC Udaipur,0.907,0.679,4,4.68,1.96,8,1.72,18,79,0,1
C1494,Ceftriaxone,4,0,S9,CHC Udaipur,0.849,0.767,10,4.64,1.14,10,0.71,13,99,0,1
C1495,Salbutamol,4,0,S7,Medical College Kota,0.74,0.801,7,0.85,3.1,3,0.91,9,80,0,0
C1496,Rabies Vaccine,5,1,S2,District Hospital Jaipur,0.791,0.918,9,3.62,0.0,10,1.06,9,77,0,0
C1497,Insulin,5,1,S2,PHC Alwar,0.917,0.901,11,4.07,0.13,4,1.06,24,74,0,0
C1498,Oxytocin,5,0,S6,District Hospital Ajmer,0.822,0.922,5,4.2,0.94,5,0.89,5,52,3,0
C1499,Ceftriaxone,4,0,S9,PHC Sikar,0.777,0.848,8,1.46,1.53,1,1.06,13,84,0,1
C1500,Rabies Vaccine,5,1,S4,CHC Udaipur,0.956,0.851,9,3.7,3.75,9,0.95,7,98,1,0
C1501,Anti-snake Venom,5,1,S8,PHC Sikar,0.98,0.882,5,2.71,1.27,8,1.35,5,71,3,1
C1502,Amoxicillin,4,0,S7,CHC Bikaner,0.831,0.85,9,4.21,4.14,0,0.84,20,74,0,1
C1503,Anti-snake Venom,5,1,S10,District Hospital Ajmer,0.913,0.754,2,3.29,2.08,1,1.11,21,61,0,0
C1504,Rabies Vaccine,5,1,S8,District Hospital Jaipur,0.738,0.906,8,2.33,0.59,5,0.56,13,73,0,0
C1505,Insulin,5,1,S9,PHC Sikar,0.935,0.796,7,1.13,0.0,9,0.94,6,52,2,0
C1506,Ceftriaxone,4,0,S9,District Hospital Ajmer,0.764,1.0,5,2.17,1.86,8,1.27,13,86,0,1
C1507,Salbutamol,4,0,S10,CHC Udaipur,0.872,0.96,5,1.09,2.13,8,1.15,15,75,0,0
C1508,Anti-snake Venom,5,1,S5,PHC Alwar,0.797,0.864,6,3.33,0.18,6,1.32,22,67,0,1
C1509,Oxytocin,5,0,S6,PHC Sikar,0.716,0.751,5,2.99,3.95,0,0.79,20,81,0,0
C1510,Anti-snake Venom,5,1,S4,PHC Sikar,0.835,0.839,5,6.09,4.26,0,0.89,5,61,3,0
C1511,Rabies Vaccine,5,1,S9,District Hospital Jaipur,0.922,1.0,9,3.05,1.09,2,0.5,17,58,0,0
C1512,Adrenaline Injection,5,0,S2,PHC Sikar,0.978,0.992,3,0.08,0.81,6,1.5,2,93,6,0
C1513,ORS,3,0,S3,PHC Alwar,0.659,0.835,3,2.81,0.0,4,1.23,21,77,0,1
C1514,Paracetamol Injection,3,0,S3,District Hospital Ajmer,0.912,0.854,5,0.0,2.34,7,1.43,19,97,0,1
C1515,Amoxicillin,4,0,S9,Medical College Kota,0.735,0.818,10,4.33,1.61,5,1.45,7,64,1,1
C1516,Anti-snake Venom,5,1,S4,District Hospital Jaipur,0.899,1.0,11,2.06,1.94,1,1.57,18,86,0,0
C1517,Paracetamol Injection,3,0,S8,CHC Udaipur,0.675,0.945,7,1.39,1.58,7,1.14,3,78,5,0
C1518,Pentavalent Vaccine,5,1,S4,District Hospital Jaipur,0.725,0.815,5,0.47,0.0,3,1.03,13,66,0,1
C1519,Amoxicillin,4,0,S4,Medical College Kota,0.683,0.839,10,3.5,2.34,5,1.21,12,92,0,1
C1520,Oxytocin,5,0,S10,District Hospital Jaipur,0.814,1.0,2,2.84,2.71,6,0.95,22,61,0,0
C1521,Anti-snake Venom,5,1,S8,District Hospital Jodhpur,0.925,0.932,2,6.13,1.44,1,1.07,6,55,2,0
C1522,Oxytocin,5,0,S10,PHC Alwar,0.808,0.942,7,1.14,1.89,10,0.68,24,61,0,0
C1523,Ceftriaxone,4,0,S7,Medical College Kota,0.703,0.826,8,3.74,2.94,7,1.02,24,78,0,0
C1524,Rabies Vaccine,5,1,S5,District Hospital Jaipur,0.94,0.82,10,5.34,3.2,0,1.15,23,70,0,1
C1525,Anti-snake Venom,5,1,S2,District Hospital Jodhpur,0.933,0.982,6,1.8,0.41,6,0.5,8,74,0,0
C1526,Amoxicillin,4,0,S3,Medical College Kota,0.884,0.767,8,0.65,4.51,0,1.24,15,97,0,0
C1527,Insulin,5,1,S7,PHC Alwar,0.99,0.685,4,3.7,3.61,4,1.49,21,97,0,1
C1528,Pentavalent Vaccine,5,1,S10,CHC Udaipur,0.762,0.911,8,0.5,0.0,0,0.98,9,81,0,0
C1529,Rabies Vaccine,5,1,S10,PHC Alwar,0.766,0.949,11,4.13,0.0,3,1.45,14,89,0,0
C1530,Paracetamol Injection,3,0,S10,CHC Bikaner,0.811,0.856,9,4.42,0.0,0,1.01,22,62,0,1
C1531,Ceftriaxone,4,0,S5,CHC Udaipur,0.785,0.867,4,2.3,2.59,1,1.03,17,97,0,0
C1532,Ceftriaxone,4,0,S2,PHC Sikar,0.775,0.965,2,0.59,0.66,6,1.11,22,60,0,0
C1533,Oxytocin,5,0,S1,CHC Udaipur,0.786,0.912,4,2.98,0.5,6,0.5,24,100,0,0
C1534,ORS,3,0,S6,CHC Udaipur,0.761,0.789,5,4.27,0.0,1,0.71,17,50,0,0
C1535,Rabies Vaccine,5,1,S5,District Hospital Jaipur,0.805,0.811,8,3.28,0.94,5,0.94,5,98,3,0
C1536,Oxytocin,5,0,S7,District Hospital Ajmer,0.758,0.725,9,0.68,1.27,8,0.94,7,85,1,0
C1537,Amoxicillin,4,0,S4,District Hospital Jaipur,0.94,0.86,7,3.13,1.09,8,1.57,20,69,0,1
C1538,Adrenaline Injection,5,0,S5,District Hospital Jaipur,0.796,0.753,2,1.84,1.73,3,1.18,15,90,0,0
C1539,Amoxicillin,4,0,S7,PHC Alwar,0.99,0.918,2,0.8,0.0,5,1.19,21,66,0,0
C1540,Anti-snake Venom,5,1,S1,PHC Alwar,0.97,0.921,5,3.43,1.16,4,1.44,20,96,0,1
C1541,Oxytocin,5,0,S3,District Hospital Jaipur,0.852,0.816,11,4.46,1.1,7,1.69,24,66,0,0
C1542,Iron Folic Acid,2,0,S4,District Hospital Jodhpur,0.653,0.8,11,1.35,3.81,9,1.02,15,79,0,1
C1543,Iron Folic Acid,2,0,S4,PHC Alwar,0.726,0.999,4,3.17,3.61,4,1.32,11,90,0,0
C1544,Rabies Vaccine,5,1,S9,CHC Bikaner,0.84,0.55,5,3.01,3.34,8,1.54,9,75,0,1
C1545,Iron Folic Acid,2,0,S1,District Hospital Jaipur,0.831,0.958,4,1.13,3.69,5,1.2,15,89,0,1
C1546,Paracetamol Injection,3,0,S7,District Hospital Ajmer,0.804,0.895,6,4.8,3.1,9,1.41,15,53,0,0
C1547,Anti-snake Venom,5,1,S5,PHC Sikar,0.622,0.808,3,3.18,0.34,7,1.66,11,66,0,0
C1548,Paracetamol Injection,3,0,S6,PHC Alwar,0.99,0.992,4,0.98,0.6,6,0.91,23,72,0,0
C1549,Amoxicillin,4,0,S7,CHC Bikaner,0.745,0.913,6,2.62,1.58,9,0.77,6,90,2,0
C1550,Insulin,5,1,S1,CHC Udaipur,0.803,0.978,4,4.55,2.71,2,1.19,18,64,0,0
C1551,Insulin,5,1,S9,CHC Bikaner,0.974,0.836,5,1.64,2.79,6,1.85,22,60,0,1
C1552,Oxytocin,5,0,S3,CHC Bikaner,0.66,0.767,8,2.73,1.87,6,1.0,12,76,0,1
C1553,Rabies Vaccine,5,1,S7,PHC Sikar,0.815,1.0,8,2.84,3.85,6,1.0,12,99,0,1
C1554,Pentavalent Vaccine,5,1,S6,CHC Udaipur,0.919,1.0,10,1.66,2.96,8,1.0,4,88,4,0
C1555,Rabies Vaccine,5,1,S7,CHC Bikaner,0.857,0.925,7,0.83,1.61,6,0.85,15,86,0,0
C1556,Anti-snake Venom,5,1,S8,PHC Alwar,0.964,0.785,6,4.12,0.0,2,1.99,8,72,0,0
C1557,Pentavalent Vaccine,5,1,S3,District Hospital Jaipur,0.723,0.775,9,0.99,3.23,1,1.07,23,51,0,1
C1558,Adrenaline Injection,5,0,S4,District Hospital Jaipur,0.604,0.745,8,3.5,0.0,0,0.95,8,99,0,1
C1559,Oxytocin,5,0,S2,District Hospital Jodhpur,0.73,0.775,5,1.99,3.43,0,1.04,8,81,0,1
C1560,Pentavalent Vaccine,5,1,S7,District Hospital Jodhpur,0.798,1.0,6,4.46,0.67,1,1.85,16,53,0,0
C1561,Adrenaline Injection,5,0,S8,CHC Bikaner,0.99,1.0,10,3.65,1.68,5,0.86,20,53,0,0
C1562,Oxytocin,5,0,S1,District Hospital Ajmer,0.99,0.896,2,4.19,0.77,4,0.54,22,79,0,0
C1563,Anti-snake Venom,5,1,S2,CHC Udaipur,0.843,0.859,8,1.15,3.04,6,1.08,15,97,0,1
C1564,Adrenaline Injection,5,0,S4,CHC Udaipur,0.905,0.764,8,2.16,3.38,10,1.4,16,50,0,1
C1565,Pentavalent Vaccine,5,1,S10,Medical College Kota,0.99,0.813,4,0.0,0.06,4,1.65,14,53,0,0
C1566,Insulin,5,1,S3,District Hospital Jaipur,0.852,0.823,6,1.78,0.0,7,0.62,12,68,0,0
C1567,Adrenaline Injection,5,0,S4,CHC Bikaner,0.859,0.746,5,0.0,0.89,1,0.5,7,85,1,1
C1568,Pentavalent Vaccine,5,1,S8,PHC Sikar,0.771,0.708,3,0.55,3.05,5,1.3,24,71,0,1
C1569,Amoxicillin,4,0,S1,CHC Bikaner,0.861,0.978,2,1.99,0.0,9,1.37,8,78,0,0
C1570,ORS,3,0,S9,PHC Sikar,0.706,1.0,11,3.33,2.58,1,1.65,23,82,0,0
C1571,Anti-snake Venom,5,1,S4,PHC Alwar,0.701,0.977,11,2.02,0.53,10,0.86,15,78,0,0
C1572,Amoxicillin,4,0,S8,PHC Alwar,0.87,0.876,2,1.45,1.91,2,0.9,4,85,4,0
C1573,Salbutamol,4,0,S1,CHC Bikaner,0.693,0.948,7,1.8,0.0,10,0.81,8,56,0,1
C1574,Iron Folic Acid,2,0,S1,CHC Udaipur,0.99,1.0,9,0.28,2.64,4,1.2,6,66,2,0
C1575,Oxytocin,5,0,S7,PHC Sikar,0.911,0.913,7,0.0,3.33,10,1.17,4,84,4,1
C1576,Pentavalent Vaccine,5,1,S5,Medical College Kota,0.583,0.896,6,3.14,0.29,2,1.01,6,81,2,0
C1577,Rabies Vaccine,5,1,S10,PHC Sikar,0.574,0.902,9,4.46,0.0,1,0.83,10,55,0,1
C1578,Adrenaline Injection,5,0,S4,District Hospital Ajmer,0.808,0.73,3,1.94,4.12,0,1.2,2,85,6,1
C1579,Adrenaline Injection,5,0,S7,PHC Alwar,0.784,0.956,6,5.8,2.64,8,1.05,15,61,0,1
C1580,Pentavalent Vaccine,5,1,S9,District Hospital Jodhpur,0.866,0.691,11,1.2,0.54,8,1.59,13,72,0,0
C1581,Ceftriaxone,4,0,S9,Medical College Kota,0.99,0.915,9,3.64,3.72,2,1.09,15,68,0,0
C1582,Paracetamol Injection,3,0,S6,District Hospital Ajmer,0.82,0.65,3,0.37,0.0,5,0.5,7,98,1,0
C1583,Adrenaline Injection,5,0,S1,District Hospital Jaipur,0.977,0.826,8,3.06,2.59,8,1.0,11,59,0,0
C1584,Oxytocin,5,0,S8,District Hospital Jaipur,0.676,0.896,8,5.0,4.5,8,0.84,14,75,0,1
C1585,Oxytocin,5,0,S10,CHC Udaipur,0.819,0.876,11,2.06,0.0,1,0.52,21,80,0,0
C1586,Insulin,5,1,S8,District Hospital Jaipur,0.925,0.887,8,4.09,3.93,0,1.01,8,50,0,1
C1587,Ceftriaxone,4,0,S8,District Hospital Jodhpur,0.883,0.873,6,0.81,2.52,10,0.94,1,99,7,0
C1588,Salbutamol,4,0,S5,CHC Udaipur,0.733,0.926,10,0.0,0.0,10,1.45,1,81,7,1
C1589,Oxytocin,5,0,S3,Medical College Kota,0.806,0.745,4,2.96,4.8,1,1.24,13,87,0,1
C1590,Pentavalent Vaccine,5,1,S4,CHC Bikaner,0.726,0.901,3,0.0,2.99,6,0.86,9,57,0,0
C1591,Iron Folic Acid,2,0,S8,District Hospital Jodhpur,0.769,0.867,10,0.62,0.0,6,1.24,21,85,0,0
C1592,Ceftriaxone,4,0,S1,District Hospital Jodhpur,0.674,0.867,7,0.0,0.16,10,0.81,14,62,0,0
C1593,ORS,3,0,S2,CHC Bikaner,0.883,0.832,5,2.48,2.54,1,1.18,19,90,0,0
C1594,Pentavalent Vaccine,5,1,S10,Medical College Kota,0.868,0.906,2,2.77,0.38,10,0.5,10,56,0,1
C1595,Oxytocin,5,0,S10,District Hospital Ajmer,0.824,0.962,10,5.82,1.6,3,1.26,8,92,0,0
C1596,Amoxicillin,4,0,S9,CHC Udaipur,0.806,0.76,11,5.57,0.0,0,1.14,9,62,0,0
C1597,Pentavalent Vaccine,5,1,S10,District Hospital Jodhpur,0.971,0.747,8,4.07,2.09,8,1.22,19,75,0,1
C1598,Oxytocin,5,0,S7,District Hospital Jaipur,0.86,0.732,6,0.81,2.65,0,1.29,11,96,0,1
C1599,Amoxicillin,4,0,S4,District Hospital Jodhpur,0.785,0.826,6,0.08,1.63,1,0.7,24,86,0,1
C1600,Iron Folic Acid,2,0,S3,PHC Alwar,0.621,0.836,11,0.68,2.43,7,0.93,1,67,7,0
C1601,Paracetamol Injection,3,0,S7,CHC Bikaner,0.867,1.0,2,4.24,3.57,3,0.58,4,84,4,1
C1602,ORS,3,0,S3,Medical College Kota,0.873,0.897,2,6.05,0.55,8,1.1,7,100,1,0
C1603,Iron Folic Acid,2,0,S4,Medical College Kota,0.71,0.877,9,1.71,1.23,6,1.33,11,59,0,0
